pageid,title,url,revision_id,revision_timestamp,categories,file
5006843,Hopf conjectures,https://en.wikipedia.org/wiki/Hopf_conjectures,1372036697,2026-08-29T23:51:37Z,Category:Unsolved problems in geometry,pages/5006843.wiki
14556621,Idoneal number,https://en.wikipedia.org/wiki/Idoneal_number,1283811656,2025-04-03T20:12:30Z,Category:Unsolved problems in number theory,pages/14556621.wiki
81259798,Imbalance conjecture,https://en.wikipedia.org/wiki/Imbalance_conjecture,1373950682,2026-09-08T23:01:43Z,Category:Unsolved problems in graph theory,pages/81259798.wiki
27631070,Inscribed square problem,https://en.wikipedia.org/wiki/Inscribed_square_problem,1336213497,2026-02-02T14:47:46Z,Category:Unsolved problems in geometry,pages/27631070.wiki
15491,Integer factorization,https://en.wikipedia.org/wiki/Integer_factorization,1375466356,2026-09-17T23:33:36Z,Category:Unsolved problems in computer science,pages/15491.wiki
691927,Invariant subspace problem,https://en.wikipedia.org/wiki/Invariant_subspace_problem,1366674916,2026-07-29T13:08:58Z,Category:Unsolved problems in mathematics,pages/691927.wiki
739166,Inverse Galois problem,https://en.wikipedia.org/wiki/Inverse_Galois_problem,1372008347,2026-08-29T20:41:29Z,Category:Unsolved problems in mathematics,pages/739166.wiki
79400576,Isomorphism problem of Coxeter groups,https://en.wikipedia.org/wiki/Isomorphism_problem_of_Coxeter_groups,1310333104,2025-09-09T00:34:24Z,Category:Unsolved problems in mathematics,pages/79400576.wiki
72441060,Jacobi bound problem,https://en.wikipedia.org/wiki/Jacobi_bound_problem,1342874946,2026-03-11T03:16:29Z,Category:Unsolved problems in mathematics,pages/72441060.wiki
35458818,Jacobson's conjecture,https://en.wikipedia.org/wiki/Jacobson%27s_conjecture,1183348444,2023-11-03T19:14:56Z,Category:Unsolved problems in mathematics,pages/35458818.wiki
20014458,Jerzy Browkin,https://en.wikipedia.org/wiki/Jerzy_Browkin,1372241037,2026-08-31T00:09:02Z,Category:Abc conjecture,pages/20014458.wiki
1604631,Joseph Oesterlé,https://en.wikipedia.org/wiki/Joseph_Oesterl%C3%A9,1372544627,2026-09-01T04:50:03Z,Category:Abc conjecture,pages/1604631.wiki
18677709,Juggler sequence,https://en.wikipedia.org/wiki/Juggler_sequence,1357450741,2026-06-02T19:00:14Z,Category:Unsolved problems in number theory,pages/18677709.wiki
7767038,K-server problem,https://en.wikipedia.org/wiki/K-server_problem,1352284744,2026-05-03T08:51:19Z,Category:Unsolved problems in computer science,pages/7767038.wiki
39408412,Kalai's 3^d conjecture,https://en.wikipedia.org/wiki/Kalai%27s_3%5Ed_conjecture,1364111300,2026-07-14T15:34:46Z,Category:Unsolved problems in geometry,pages/39408412.wiki
4025490,Kaplansky's conjectures,https://en.wikipedia.org/wiki/Kaplansky%27s_conjectures,1326897497,2025-12-11T14:56:31Z,Category:Unsolved problems in mathematics,pages/4025490.wiki
11391440,Kobon triangle problem,https://en.wikipedia.org/wiki/Kobon_triangle_problem,1374532508,2026-09-12T17:07:52Z,Category:Unsolved problems in geometry,pages/11391440.wiki
77390020,Kotzig's conjecture,https://en.wikipedia.org/wiki/Kotzig%27s_conjecture,1366924136,2026-07-30T22:49:47Z,Category:Unsolved problems in graph theory,pages/77390020.wiki
2478058,Kummer–Vandiver conjecture,https://en.wikipedia.org/wiki/Kummer%E2%80%93Vandiver_conjecture,1364925557,2026-07-19T09:23:36Z,Category:Unsolved problems in number theory,pages/2478058.wiki
2906773,Kurosh problem,https://en.wikipedia.org/wiki/Kurosh_problem,1288214043,2025-05-01T06:28:24Z,Category:Unsolved problems in mathematics,pages/2906773.wiki
5785677,Landau's problems,https://en.wikipedia.org/wiki/Landau%27s_problems,1357581813,2026-06-03T13:41:49Z,Category:Unsolved problems in number theory,pages/5785677.wiki
40052960,"Lander, Parkin, and Selfridge conjecture",https://en.wikipedia.org/wiki/Lander%2C_Parkin%2C_and_Selfridge_conjecture,1374833637,2026-09-14T10:01:36Z,Category:Unsolved problems in number theory,pages/40052960.wiki
52153555,Lebesgue's universal covering problem,https://en.wikipedia.org/wiki/Lebesgue%27s_universal_covering_problem,1141604071,2023-02-25T22:07:43Z,Category:Unsolved problems in geometry,pages/52153555.wiki
2620450,Legendre's conjecture,https://en.wikipedia.org/wiki/Legendre%27s_conjecture,1331535778,2026-01-06T20:49:38Z,Category:Unsolved problems in number theory,pages/2620450.wiki
13739985,Lehmer's conjecture,https://en.wikipedia.org/wiki/Lehmer%27s_conjecture,1358493814,2026-06-09T01:36:30Z,Category:Unsolved problems in number theory,pages/13739985.wiki
39052718,Lehmer's totient problem,https://en.wikipedia.org/wiki/Lehmer%27s_totient_problem,1360890839,2026-06-24T08:21:30Z,Category:Unsolved problems in number theory,pages/39052718.wiki
12552062,Lemoine's conjecture,https://en.wikipedia.org/wiki/Lemoine%27s_conjecture,1368580782,2026-08-09T22:58:30Z,Category:Unsolved problems in number theory,pages/12552062.wiki
21829200,Leopoldt's conjecture,https://en.wikipedia.org/wiki/Leopoldt%27s_conjecture,1365275565,2026-07-21T10:43:03Z,Category:Unsolved problems in number theory,pages/21829200.wiki
1465085,Lindelöf hypothesis,https://en.wikipedia.org/wiki/Lindel%C3%B6f_hypothesis,1361644445,2026-06-29T06:40:45Z,Category:Unsolved problems in number theory,pages/1465085.wiki
600011,List of conjectures,https://en.wikipedia.org/wiki/List_of_conjectures,1374659955,2026-09-13T10:26:52Z,Category:Unsolved problems in mathematics,pages/600011.wiki
336815,List of conjectures by Paul Erdős,https://en.wikipedia.org/wiki/List_of_conjectures_by_Paul_Erd%C5%91s,1374892222,2026-09-14T17:50:58Z,Category:Unsolved problems in mathematics,pages/336815.wiki
12154411,List of problems in loop theory and quasigroup theory,https://en.wikipedia.org/wiki/List_of_problems_in_loop_theory_and_quasigroup_theory,1373665394,2026-09-07T05:00:20Z,Category:Unsolved problems in mathematics,pages/12154411.wiki
1101069,List of unsolved problems in computer science,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_computer_science,1375094147,2026-09-15T21:06:29Z,Category:Unsolved problems in computer science,pages/1101069.wiki
183091,List of unsolved problems in mathematics,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_mathematics,1376251573,2026-09-23T01:35:31Z,Category:Unsolved problems in mathematics,pages/183091.wiki
15433382,List of unsolved problems in statistics,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_statistics,1368324632,2026-08-08T11:19:47Z,Category:Unsolved problems in mathematics,pages/15433382.wiki
627501,Littlewood conjecture,https://en.wikipedia.org/wiki/Littlewood_conjecture,1372078936,2026-08-30T05:07:48Z,Category:Unsolved problems in number theory,pages/627501.wiki
61146406,Log-rank conjecture,https://en.wikipedia.org/wiki/Log-rank_conjecture,1301706576,2025-07-21T07:45:21Z,Category:Unsolved problems in computer science,pages/61146406.wiki
19538953,Lonely runner conjecture,https://en.wikipedia.org/wiki/Lonely_runner_conjecture,1371790914,2026-08-28T13:22:18Z,Category:Unsolved problems in number theory,pages/19538953.wiki
4367424,Lovász conjecture,https://en.wikipedia.org/wiki/Lov%C3%A1sz_conjecture,1280019921,2025-03-12T00:04:09Z,Category:Unsolved problems in graph theory,pages/4367424.wiki
73851558,Lovász–Woodall conjecture,https://en.wikipedia.org/wiki/Lov%C3%A1sz%E2%80%93Woodall_conjecture,1311893849,2025-09-17T14:11:09Z,Category:Unsolved problems in graph theory,pages/73851558.wiki
398404,Lucas number,https://en.wikipedia.org/wiki/Lucas_number,1362026831,2026-07-01T14:26:00Z,Category:Unsolved problems in number theory,pages/398404.wiki
1358112,Lychrel number,https://en.wikipedia.org/wiki/Lychrel_number,1373064776,2026-09-03T21:20:48Z,Category:Unsolved problems in number theory,pages/1358112.wiki
33986587,M/G/k queue,https://en.wikipedia.org/wiki/M/G/k_queue,1310503448,2025-09-10T00:29:42Z,Category:Unsolved problems in mathematics,pages/33986587.wiki
52202,Magic square,https://en.wikipedia.org/wiki/Magic_square,1375445832,2026-09-17T20:43:52Z,Category:Unsolved problems in mathematics,pages/52202.wiki
80075805,Magic square of squares,https://en.wikipedia.org/wiki/Magic_square_of_squares,1374183372,2026-09-10T10:00:39Z,Category:Unsolved problems in mathematics; Category:Unsolved problems in number theory,pages/80075805.wiki
41912043,Manin conjecture,https://en.wikipedia.org/wiki/Manin_conjecture,1346170032,2026-03-30T09:29:18Z,Category:Unsolved problems in number theory,pages/41912043.wiki
26185707,Map folding,https://en.wikipedia.org/wiki/Map_folding,1375383359,2026-09-17T13:38:01Z,Category:Unsolved problems in mathematics,pages/26185707.wiki
30962576,Mason–Stothers theorem,https://en.wikipedia.org/wiki/Mason%E2%80%93Stothers_theorem,1309049109,2025-09-01T21:53:19Z,Category:Abc conjecture,pages/30962576.wiki
76723533,Matrix mortality problem,https://en.wikipedia.org/wiki/Matrix_mortality_problem,1310985988,2025-09-12T18:20:33Z,Category:Unsolved problems in computer science; Category:Unsolved problems in mathematics,pages/76723533.wiki
35695532,McMullen problem,https://en.wikipedia.org/wiki/McMullen_problem,1329522108,2025-12-26T15:03:03Z,Category:Unsolved problems in geometry,pages/35695532.wiki
8478563,Mersenne conjectures,https://en.wikipedia.org/wiki/Mersenne_conjectures,1375207868,2026-09-16T12:55:47Z,Category:Unsolved problems in number theory,pages/8478563.wiki
18908,Mersenne prime,https://en.wikipedia.org/wiki/Mersenne_prime,1373929786,2026-09-08T20:24:47Z,Category:Unsolved problems in number theory,pages/18908.wiki
27599234,Millennium Prize Problems,https://en.wikipedia.org/wiki/Millennium_Prize_Problems,1376250015,2026-09-23T01:25:47Z,Category:Millennium Prize Problems; Category:Unsolved problems in mathematics,pages/27599234.wiki
41375141,Minimum overlap problem,https://en.wikipedia.org/wiki/Minimum_overlap_problem,1373751234,2026-09-07T18:55:24Z,Category:Unsolved problems in number theory,pages/41375141.wiki
21627970,Montgomery's pair correlation conjecture,https://en.wikipedia.org/wiki/Montgomery%27s_pair_correlation_conjecture,1373302437,2026-09-05T04:37:53Z,Category:Unsolved problems in number theory,pages/21627970.wiki
30774748,Moser's worm problem,https://en.wikipedia.org/wiki/Moser%27s_worm_problem,1346750331,2026-04-02T17:27:48Z,Category:Unsolved problems in geometry,pages/30774748.wiki
11413257,Moving sofa problem,https://en.wikipedia.org/wiki/Moving_sofa_problem,1374276149,2026-09-11T00:11:40Z,Category:Unsolved problems in geometry,pages/11413257.wiki
20191641,Mutually unbiased bases,https://en.wikipedia.org/wiki/Mutually_unbiased_bases,1359417366,2026-06-15T04:41:28Z,Category:Unsolved problems in mathematics,pages/20191641.wiki
47297286,N conjecture,https://en.wikipedia.org/wiki/N_conjecture,1361530959,2026-06-28T14:15:28Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/47297286.wiki
1732798,Naimark's problem,https://en.wikipedia.org/wiki/Naimark%27s_problem,1198856361,2024-01-25T06:41:10Z,Category:Unsolved problems in mathematics,pages/1732798.wiki
3132530,Nakai conjecture,https://en.wikipedia.org/wiki/Nakai_conjecture,1223447811,2024-05-12T05:40:31Z,Category:Unsolved problems in geometry,pages/3132530.wiki
6013654,Navier–Stokes existence and smoothness,https://en.wikipedia.org/wiki/Navier%E2%80%93Stokes_existence_and_smoothness,1376289675,2026-09-23T06:46:38Z,Category:Millennium Prize Problems; Category:Unsolved problems in mathematics,pages/6013654.wiki
24337776,NC = P problem,https://en.wikipedia.org/wiki/NC_%3D_P_problem,598896903,2014-03-09T22:11:58Z,Category:Unsolved problems in computer science,pages/24337776.wiki
52607854,Nd game,https://en.wikipedia.org/wiki/Nd_game,1306276423,2025-08-16T22:30:39Z,Category:Unsolved problems in mathematics,pages/52607854.wiki
80074033,Nearby Lagrangian conjecture,https://en.wikipedia.org/wiki/Nearby_Lagrangian_conjecture,1355398319,2026-05-21T16:23:07Z,Category:Unsolved problems in mathematics,pages/80074033.wiki
16130126,New digraph reconstruction conjecture,https://en.wikipedia.org/wiki/New_digraph_reconstruction_conjecture,1363585052,2026-07-11T03:15:48Z,Category:Unsolved problems in graph theory,pages/16130126.wiki
62769759,Newman's conjecture,https://en.wikipedia.org/wiki/Newman%27s_conjecture,1356440442,2026-05-27T19:43:15Z,Category:Unsolved problems in number theory,pages/62769759.wiki
323705,Newman–Shanks–Williams prime,https://en.wikipedia.org/wiki/Newman%E2%80%93Shanks%E2%80%93Williams_prime,1364924860,2026-07-19T09:14:17Z,Category:Unsolved problems in number theory,pages/323705.wiki
84226553,Nivat's conjecture,https://en.wikipedia.org/wiki/Nivat%27s_conjecture,1374882168,2026-09-14T16:35:49Z,Category:Unsolved problems in mathematics,pages/84226553.wiki
57687190,Nobushige Kurokawa,https://en.wikipedia.org/wiki/Nobushige_Kurokawa,1372447771,2026-08-31T19:59:00Z,Category:Abc conjecture,pages/57687190.wiki
3035194,Novikov conjecture,https://en.wikipedia.org/wiki/Novikov_conjecture,1365437040,2026-07-22T11:54:09Z,Category:Unsolved problems in geometry,pages/3035194.wiki
24337771,NP = co-NP problem,https://en.wikipedia.org/wiki/NP_%3D_co-NP_problem,598896936,2014-03-09T22:12:12Z,Category:Unsolved problems in computer science,pages/24337771.wiki
9236652,Néron–Tate height,https://en.wikipedia.org/wiki/N%C3%A9ron%E2%80%93Tate_height,1370450931,2026-08-21T04:42:51Z,Category:Abc conjecture,pages/9236652.wiki
55972236,Oberwolfach problem,https://en.wikipedia.org/wiki/Oberwolfach_problem,1349510998,2026-04-17T17:34:07Z,Category:Unsolved problems in graph theory,pages/55972236.wiki
8509589,Odd greedy expansion,https://en.wikipedia.org/wiki/Odd_greedy_expansion,1226038262,2024-05-28T06:12:14Z,Category:Unsolved problems in number theory,pages/8509589.wiki
4860966,Odd perfect number,https://en.wikipedia.org/wiki/Odd_perfect_number,1277516931,2025-02-25T02:49:01Z,Category:Unsolved problems in number theory,pages/4860966.wiki
363890,One-way function,https://en.wikipedia.org/wiki/One-way_function,1368790985,2026-08-11T03:09:55Z,Category:Unsolved problems in computer science,pages/363890.wiki
76773020,Online matrix-vector multiplication problem,https://en.wikipedia.org/wiki/Online_matrix-vector_multiplication_problem,1327696966,2025-12-15T19:20:38Z,Category:Unsolved problems in computer science,pages/76773020.wiki
52498587,Open Problems in Mathematics,https://en.wikipedia.org/wiki/Open_Problems_in_Mathematics,1343258196,2026-03-13T06:20:38Z,Category:Unsolved problems in mathematics,pages/52498587.wiki
29543748,Oppermann's conjecture,https://en.wikipedia.org/wiki/Oppermann%27s_conjecture,1364888908,2026-07-19T02:40:57Z,Category:Unsolved problems in number theory,pages/29543748.wiki
24337758,P = BPP problem,https://en.wikipedia.org/wiki/P_%3D_BPP_problem,785709483,2017-06-15T00:04:14Z,Category:Unsolved problems in computer science,pages/24337758.wiki
24337712,P = PSPACE problem,https://en.wikipedia.org/wiki/P_%3D_PSPACE_problem,785709497,2017-06-15T00:04:19Z,Category:Unsolved problems in computer science,pages/24337712.wiki
6115,P versus NP problem,https://en.wikipedia.org/wiki/P_versus_NP_problem,1376203061,2026-09-22T18:44:42Z,Category:Millennium Prize Problems; Category:Unsolved problems in computer science; Category:Unsolved problems in mathematics,pages/6115.wiki
424723,Palindromic prime,https://en.wikipedia.org/wiki/Palindromic_prime,1369797195,2026-08-17T06:15:04Z,Category:Unsolved problems in number theory,pages/424723.wiki
1802312,Paul Vojta,https://en.wikipedia.org/wiki/Paul_Vojta,1372825053,2026-09-02T13:19:09Z,Category:Abc conjecture,pages/1802312.wiki
1355482,Pell number,https://en.wikipedia.org/wiki/Pell_number,1374592550,2026-09-13T00:23:53Z,Category:Unsolved problems in number theory,pages/1355482.wiki
23670,Perfect number,https://en.wikipedia.org/wiki/Perfect_number,1374426827,2026-09-12T00:36:10Z,Category:Unsolved problems in number theory,pages/23670.wiki
81079117,Pi prime,https://en.wikipedia.org/wiki/Pi_prime,1359532426,2026-06-15T20:28:51Z,Category:Unsolved problems in number theory,pages/81079117.wiki
22052605,Pierce–Birkhoff conjecture,https://en.wikipedia.org/wiki/Pierce%E2%80%93Birkhoff_conjecture,1338742548,2026-02-16T23:40:58Z,Category:Unsolved problems in geometry,pages/22052605.wiki
2595060,Pierpont prime,https://en.wikipedia.org/wiki/Pierpont_prime,1361678244,2026-06-29T12:43:01Z,Category:Unsolved problems in number theory,pages/2595060.wiki
23798,Poincaré conjecture,https://en.wikipedia.org/wiki/Poincar%C3%A9_conjecture,1374518675,2026-09-12T15:36:04Z,Category:Millennium Prize Problems,pages/23798.wiki
3348772,Polignac's conjecture,https://en.wikipedia.org/wiki/Polignac%27s_conjecture,1351966114,2026-05-01T05:38:42Z,Category:Unsolved problems in number theory,pages/3348772.wiki
41731660,Pollock's conjectures,https://en.wikipedia.org/wiki/Pollock%27s_conjectures,1376238210,2026-09-22T23:51:30Z,Category:Unsolved problems in number theory,pages/41731660.wiki
6588124,Pompeiu problem,https://en.wikipedia.org/wiki/Pompeiu_problem,1373904660,2026-09-08T17:12:44Z,Category:Unsolved problems in geometry,pages/6588124.wiki
462499,Powerful number,https://en.wikipedia.org/wiki/Powerful_number,1321267819,2025-11-09T17:08:33Z,Category:Abc conjecture,pages/462499.wiki
812561,Prime quadruplet,https://en.wikipedia.org/wiki/Prime_quadruplet,1339423542,2026-02-20T13:22:53Z,Category:Unsolved problems in number theory,pages/812561.wiki
7493205,Prime triplet,https://en.wikipedia.org/wiki/Prime_triplet,1246079392,2024-09-16T19:36:34Z,Category:Unsolved problems in number theory,pages/7493205.wiki
12437622,Problems in Latin squares,https://en.wikipedia.org/wiki/Problems_in_Latin_squares,1233369739,2024-07-08T18:40:18Z,Category:Unsolved problems in mathematics,pages/12437622.wiki
11702062,Problems involving arithmetic progressions,https://en.wikipedia.org/wiki/Problems_involving_arithmetic_progressions,1285636680,2025-04-14T21:18:20Z,Category:Unsolved problems in number theory,pages/11702062.wiki
16400356,Prouhet–Tarry–Escott problem,https://en.wikipedia.org/wiki/Prouhet%E2%80%93Tarry%E2%80%93Escott_problem,1375338439,2026-09-17T05:33:33Z,Category:Unsolved problems in mathematics,pages/16400356.wiki
321913,Quasiperfect number,https://en.wikipedia.org/wiki/Quasiperfect_number,1312558748,2025-09-21T10:18:12Z,Category:Unsolved problems in number theory,pages/321913.wiki
1634886,Radical of an integer,https://en.wikipedia.org/wiki/Radical_of_an_integer,1359042757,2026-06-12T18:08:29Z,Category:Abc conjecture,pages/1634886.wiki
51244926,Rank of an elliptic curve,https://en.wikipedia.org/wiki/Rank_of_an_elliptic_curve,1372577380,2026-09-01T09:02:04Z,Category:Unsolved problems in number theory,pages/51244926.wiki
255594,Reconstruction conjecture,https://en.wikipedia.org/wiki/Reconstruction_conjecture,1373189455,2026-09-04T13:41:03Z,Category:Unsolved problems in graph theory,pages/255594.wiki
323689,Regular prime,https://en.wikipedia.org/wiki/Regular_prime,1365822533,2026-07-24T16:46:53Z,Category:Unsolved problems in number theory,pages/323689.wiki
9914115,Resolution of singularities,https://en.wikipedia.org/wiki/Resolution_of_singularities,1376238550,2026-09-22T23:53:39Z,Category:Unsolved problems in geometry,pages/9914115.wiki
700981,Ribet's theorem,https://en.wikipedia.org/wiki/Ribet%27s_theorem,1370173785,2026-08-19T14:49:02Z,Category:Abc conjecture,pages/700981.wiki
19344125,Riemann hypothesis,https://en.wikipedia.org/wiki/Riemann_hypothesis,1376197908,2026-09-22T18:05:05Z,Category:Millennium Prize Problems; Category:Unsolved problems in number theory,pages/19344125.wiki
321963,Riesel number,https://en.wikipedia.org/wiki/Riesel_number,1347282983,2026-04-05T20:16:38Z,Category:Unsolved problems in number theory,pages/321963.wiki
38405915,Rota's basis conjecture,https://en.wikipedia.org/wiki/Rota%27s_basis_conjecture,1370827579,2026-08-23T07:56:51Z,Category:Unsolved problems in geometry,pages/38405915.wiki
82859189,Ryser's conjecture on circulant Hadamard matrices,https://en.wikipedia.org/wiki/Ryser%27s_conjecture_on_circulant_Hadamard_matrices,1369844038,2026-08-17T14:43:09Z,Category:Unsolved problems in mathematics,pages/82859189.wiki
89244,Safe and Sophie Germain primes,https://en.wikipedia.org/wiki/Safe_and_Sophie_Germain_primes,1375527779,2026-09-18T09:37:58Z,Category:Unsolved problems in number theory,pages/89244.wiki
2031353,Schanuel's conjecture,https://en.wikipedia.org/wiki/Schanuel%27s_conjecture,1375037872,2026-09-15T14:10:24Z,Category:Unsolved problems in number theory,pages/2031353.wiki
604052,Schinzel's hypothesis H,https://en.wikipedia.org/wiki/Schinzel%27s_hypothesis_H,1371087539,2026-08-24T14:12:22Z,Category:Unsolved problems in number theory,pages/604052.wiki
578650,Scholz conjecture,https://en.wikipedia.org/wiki/Scholz_conjecture,1286134739,2025-04-17T23:24:24Z,Category:Unsolved problems in number theory,pages/578650.wiki
361598,Second Hardy–Littlewood conjecture,https://en.wikipedia.org/wiki/Second_Hardy%E2%80%93Littlewood_conjecture,1362216275,2026-07-02T15:45:16Z,Category:Unsolved problems in number theory,pages/361598.wiki
59632528,Second neighborhood problem,https://en.wikipedia.org/wiki/Second_neighborhood_problem,1345329964,2026-03-25T15:12:48Z,Category:Unsolved problems in graph theory,pages/59632528.wiki
37661889,Section conjecture,https://en.wikipedia.org/wiki/Section_conjecture,1338006108,2026-02-12T17:43:18Z,Category:Unsolved problems in geometry,pages/37661889.wiki
48936369,Separating words problem,https://en.wikipedia.org/wiki/Separating_words_problem,1285525532,2025-04-14T06:31:23Z,Category:Unsolved problems in computer science,pages/48936369.wiki
25943365,Serre's conjecture II,https://en.wikipedia.org/wiki/Serre%27s_conjecture_II,1371051116,2026-08-24T08:33:24Z,Category:Unsolved problems in number theory,pages/25943365.wiki
472700,Serre's multiplicity conjectures,https://en.wikipedia.org/wiki/Serre%27s_multiplicity_conjectures,1371068799,2026-08-24T11:38:34Z,Category:Unsolved problems in mathematics,pages/472700.wiki
343116,Sexy primes,https://en.wikipedia.org/wiki/Sexy_primes,1375602358,2026-09-18T20:27:56Z,Category:Unsolved problems in number theory,pages/343116.wiki
20159695,SIC-POVM,https://en.wikipedia.org/wiki/SIC-POVM,1363967365,2026-07-13T16:39:51Z,Category:Unsolved problems in mathematics,pages/20159695.wiki
1967197,Siegel zero,https://en.wikipedia.org/wiki/Siegel_zero,1373024279,2026-09-03T15:50:39Z,Category:Abc conjecture,pages/1967197.wiki
169570,Sierpiński number,https://en.wikipedia.org/wiki/Sierpi%C5%84ski_number,1374534131,2026-09-12T17:17:42Z,Category:Unsolved problems in number theory,pages/169570.wiki
57577573,Simon problems,https://en.wikipedia.org/wiki/Simon_problems,1375899878,2026-09-20T19:23:42Z,Category:Unsolved problems in mathematics,pages/57577573.wiki
4374033,Singmaster's conjecture,https://en.wikipedia.org/wiki/Singmaster%27s_conjecture,1371072537,2026-08-24T12:12:21Z,Category:Unsolved problems in number theory,pages/4374033.wiki
48160075,Skolem problem,https://en.wikipedia.org/wiki/Skolem_problem,1355948526,2026-05-24T21:34:38Z,Category:Unsolved problems in mathematics,pages/48160075.wiki
8294746,Smale's problems,https://en.wikipedia.org/wiki/Smale%27s_problems,1376289190,2026-09-23T06:40:31Z,Category:Unsolved problems in mathematics,pages/8294746.wiki
1850040,Snake-in-the-box,https://en.wikipedia.org/wiki/Snake-in-the-box,1366107604,2026-07-26T08:55:04Z,Category:Unsolved problems in mathematics,pages/1850040.wiki
26811956,Solving chess,https://en.wikipedia.org/wiki/Solving_chess,1373968586,2026-09-09T01:29:14Z,Category:Unsolved problems in computer science,pages/26811956.wiki
368621,Sphere packing,https://en.wikipedia.org/wiki/Sphere_packing,1375259008,2026-09-16T19:18:46Z,Category:Unsolved problems in geometry,pages/368621.wiki
60089520,Spherical Bernstein's problem,https://en.wikipedia.org/wiki/Spherical_Bernstein%27s_problem,1374571575,2026-09-12T21:30:22Z,Category:Unsolved problems in geometry,pages/60089520.wiki
31948840,Square packing,https://en.wikipedia.org/wiki/Square_packing,1371546349,2026-08-27T02:12:17Z,Category:Unsolved problems in geometry,pages/31948840.wiki
52290066,Square-difference-free set,https://en.wikipedia.org/wiki/Square-difference-free_set,1310034092,2025-09-07T09:19:08Z,Category:Unsolved problems in number theory,pages/52290066.wiki
10470079,Standard conjectures on algebraic cycles,https://en.wikipedia.org/wiki/Standard_conjectures_on_algebraic_cycles,1374346010,2026-09-11T12:51:41Z,Category:Unsolved problems in geometry,pages/10470079.wiki
5685631,Stark conjectures,https://en.wikipedia.org/wiki/Stark_conjectures,1365865648,2026-07-24T22:16:29Z,Category:Unsolved problems in number theory,pages/5685631.wiki
70060173,Sum of four cubes problem,https://en.wikipedia.org/wiki/Sum_of_four_cubes_problem,1333139585,2026-01-15T23:21:42Z,Category:Unsolved problems in number theory,pages/70060173.wiki
28866227,Sumner's conjecture,https://en.wikipedia.org/wiki/Sumner%27s_conjecture,1315922689,2025-10-09T12:45:05Z,Category:Unsolved problems in graph theory,pages/28866227.wiki
60187666,Sums of three cubes,https://en.wikipedia.org/wiki/Sums_of_three_cubes,1374533187,2026-09-12T17:11:51Z,Category:Unsolved problems in number theory,pages/60187666.wiki
81409094,Superintelligence ban,https://en.wikipedia.org/wiki/Superintelligence_ban,1373528675,2026-09-06T13:48:45Z,Category:Unsolved problems in computer science,pages/81409094.wiki
16911683,Superperfect number,https://en.wikipedia.org/wiki/Superperfect_number,1365374288,2026-07-22T00:33:33Z,Category:Unsolved problems in number theory,pages/16911683.wiki
22965231,Supersingular prime (algebraic number theory),https://en.wikipedia.org/wiki/Supersingular_prime_%28algebraic_number_theory%29,1346640370,2026-04-02T00:44:24Z,Category:Unsolved problems in number theory,pages/22965231.wiki
13667880,Synchronizing word,https://en.wikipedia.org/wiki/Synchronizing_word,1340547604,2026-02-26T08:38:10Z,Category:Unsolved problems in computer science,pages/13667880.wiki
7652409,Szilassi polyhedron,https://en.wikipedia.org/wiki/Szilassi_polyhedron,1376137181,2026-09-22T07:35:16Z,Category:Unsolved problems in mathematics,pages/7652409.wiki
18813336,Szpiro's conjecture,https://en.wikipedia.org/wiki/Szpiro%27s_conjecture,1376069537,2026-09-21T21:36:17Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/18813336.wiki
25435956,Szymanski's conjecture,https://en.wikipedia.org/wiki/Szymanski%27s_conjecture,1366108543,2026-07-26T09:06:43Z,Category:Unsolved problems in graph theory,pages/25435956.wiki
19332734,Tammes problem,https://en.wikipedia.org/wiki/Tammes_problem,1324230947,2025-11-26T10:38:17Z,Category:Unsolved problems in geometry,pages/19332734.wiki
78731233,Taniyama's problems,https://en.wikipedia.org/wiki/Taniyama%27s_problems,1374655063,2026-09-13T09:42:20Z,Category:Unsolved problems in mathematics,pages/78731233.wiki
16073214,Tarski's exponential function problem,https://en.wikipedia.org/wiki/Tarski%27s_exponential_function_problem,1240187038,2024-08-14T00:37:12Z,Category:Unsolved problems in mathematics,pages/16073214.wiki
3124804,Tate conjecture,https://en.wikipedia.org/wiki/Tate_conjecture,1374396877,2026-09-11T20:33:35Z,Category:Unsolved problems in number theory,pages/3124804.wiki
3104018,Thomson problem,https://en.wikipedia.org/wiki/Thomson_problem,1375126943,2026-09-16T00:41:36Z,Category:Unsolved problems in mathematics,pages/3104018.wiki
78738320,Thurston's 24 questions,https://en.wikipedia.org/wiki/Thurston%27s_24_questions,1320389630,2025-11-04T11:40:30Z,Category:Unsolved problems in mathematics,pages/78738320.wiki
5001103,Tijdeman's theorem,https://en.wikipedia.org/wiki/Tijdeman%27s_theorem,1239733745,2024-08-11T05:32:43Z,Category:Abc conjecture,pages/5001103.wiki
60000338,Tripod packing,https://en.wikipedia.org/wiki/Tripod_packing,1360519102,2026-06-22T00:07:03Z,Category:Unsolved problems in geometry,pages/60000338.wiki
22039971,Turán's brick factory problem,https://en.wikipedia.org/wiki/Tur%C3%A1n%27s_brick_factory_problem,1369230768,2026-08-13T17:50:11Z,Category:Unsolved problems in graph theory,pages/22039971.wiki
